permutation,best_cell_id,maximum_median_strategy_return
438,logistic_regression__baseline__train1500_test250_step250,0.00485822528853741
439,random_forest__baseline__train1500_test250_step250,0.01905708524944516
440,random_forest__short_train__train1000_test250_step250,0.039117534619644845
441,gradient_boosting__long_train__train2000_test250_step250,0.03638730314397609
442,random_forest__short_train__train1000_test250_step250,0.01900128798803169
443,gradient_boosting__long_train__train2000_test250_step250,0.04847122523992553
444,logistic_regression__baseline__train1500_test250_step250,0.021700048368720637
445,gradient_boosting__long_train__train2000_test250_step250,0.08838410709422351
446,gradient_boosting__baseline__train1500_test250_step250,0.018132535271060624
447,logistic_regression__long_train__train2000_test250_step250,0.03324950778282543
448,gradient_boosting__short_train__train1000_test250_step250,0.021808918063853877
449,random_forest__short_train__train1000_test250_step250,0.04471928035118955
450,logistic_regression__long_train__train2000_test250_step250,0.0511952366775652
451,gradient_boosting__baseline__train1500_test250_step250,0.048018825843777924
452,gradient_boosting__long_train__train2000_test250_step250,0.04951846199232435
453,random_forest__baseline__train1500_test250_step250,0.0630607777938752
454,logistic_regression__baseline__train1500_test250_step250,0.015220797889367699
455,gradient_boosting__short_train__train1000_test250_step250,0.006730127833113331
456,logistic_regression__short_train__train1000_test250_step250,0.026864400647619302
457,logistic_regression__short_train__train1000_test250_step250,0.011894870497003662
458,logistic_regression__long_train__train2000_test250_step250,0.041758085969282766
459,random_forest__baseline__train1500_test250_step250,0.020550371990002203
460,gradient_boosting__baseline__train1500_test250_step250,0.05433182278818016
461,random_forest__short_train__train1000_test250_step250,0.05606279459658614
462,random_forest__short_train__train1000_test250_step250,0.03486980381839189
463,logistic_regression__long_train__train2000_test250_step250,0.05970514820461026
464,logistic_regression__baseline__train1500_test250_step250,0.014665648894652161
465,gradient_boosting__baseline__train1500_test250_step250,0.028714528449035104
466,random_forest__baseline__train1500_test250_step250,0.015361708676700836
467,gradient_boosting__baseline__train1500_test250_step250,0.04254035424540903
468,random_forest__baseline__train1500_test250_step250,0.04271679111024129
469,gradient_boosting__long_train__train2000_test250_step250,0.03021470439779228
470,gradient_boosting__short_train__train1000_test250_step250,0.014195032953702169
471,random_forest__short_train__train1000_test250_step250,0.028618579285254242
472,logistic_regression__long_train__train2000_test250_step250,0.02676607832550637
473,logistic_regression__baseline__train1500_test250_step250,0.020328416156260465
474,random_forest__short_train__train1000_test250_step250,0.08020978866790518
475,gradient_boosting__baseline__train1500_test250_step250,0.04258582760962004
476,gradient_boosting__baseline__train1500_test250_step250,0.023252004450881714
477,gradient_boosting__short_train__train1000_test250_step250,0.02407396290608843
478,gradient_boosting__short_train__train1000_test250_step250,0.0285238890006716
479,random_forest__short_train__train1000_test250_step250,0.04078369069764687
480,logistic_regression__long_train__train2000_test250_step250,0.040073674597149944
481,gradient_boosting__baseline__train1500_test250_step250,0.018006336809565315
482,gradient_boosting__baseline__train1500_test250_step250,0.05912039845386152
483,logistic_regression__long_train__train2000_test250_step250,0.0035658855561337965
484,gradient_boosting__long_train__train2000_test250_step250,0.04160047622602159
485,logistic_regression__short_train__train1000_test250_step250,0.03783898132282615
486,random_forest__short_train__train1000_test250_step250,0.024102514181309598
487,gradient_boosting__short_train__train1000_test250_step250,0.021848949960756592
488,random_forest__short_train__train1000_test250_step250,0.04419066494738311
489,gradient_boosting__short_train__train1000_test250_step250,-0.016537016726055564
490,logistic_regression__short_train__train1000_test250_step250,0.04182173686826296
491,logistic_regression__baseline__train1500_test250_step250,0.03695365865317557
492,logistic_regression__baseline__train1500_test250_step250,0.024148751040693472
493,logistic_regression__short_train__train1000_test250_step250,0.016383110933224643
494,random_forest__short_train__train1000_test250_step250,0.015550384176048038
495,logistic_regression__long_train__train2000_test250_step250,0.02103665507258512
496,random_forest__baseline__train1500_test250_step250,0.037925475013707244
497,random_forest__short_train__train1000_test250_step250,0.05176041459493885
498,random_forest__long_train__train2000_test250_step250,0.00956060989981844
499,random_forest__long_train__train2000_test250_step250,0.03051254375862733
500,gradient_boosting__long_train__train2000_test250_step250,0.008125916375772091
